scenario,strategy,run_id,date,time_ns,complete,opportunity,eligible_fraction,observed_asset_minutes,unknown_asset_minutes,reason,source_run_id,provenance,source_reason,per_asset_minutes_verified
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-01,1641081599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-02,1641167999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-03,1641254399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-04,1641340799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-05,1641427199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-06,1641513599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-07,1641599999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-08,1641686399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-09,1641772799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-10,1641859199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-11,1641945599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-12,1642031999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-13,1642118399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-14,1642204799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-15,1642291199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-16,1642377599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-17,1642463999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-18,1642550399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-19,1642636799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-20,1642723199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-21,1642809599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-22,1642895999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-23,1642982399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-24,1643068799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-25,1643155199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-26,1643241599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-27,1643327999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-28,1643414399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-29,1643500799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-30,1643587199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-01-31,1643673599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-01,1643759999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-02,1643846399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-03,1643932799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-04,1644019199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-05,1644105599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-06,1644191999999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-07,1644278399999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-08,1644364799999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-09,1644451199999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
BASE_E3,conditional,run_ad71d751b20623006c195ff3,2022-02-10,1644537599999999999,True,0,0,2880,0,,run_d17c6848d9a0c5c85249b152,derivado_invariancia_verificada,"BASE_E3 did not archive per-asset minute aggregates. Reconstructed from the same-strategy FUT4_REALIZADA with unchanged ex-ante filter; exact forecast_evaluation and opportunity_daily economic digests verified. This is derived evidence, not an original archived BASE per-asset table.",True
